message,category,label_subtype,contains_link,sender_trust_score,link_reputation_score,language_type,ai_generated_score
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.99,1.0,English,0.25
Store se medicine le aana,ham,personal,0,0.98,1.0,Hinglish,0.16
Your Spotify subscription expiring soon. Renew now,promo,service_updates,0,0.66,1.0,English,0.35
URGENT: Your SBI account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.3,0.16,English,0.99
"23 minute late, traffic mein",ham,personal,0,0.99,1.0,Hinglish,0.29
Call me when you're free,ham,personal,0,0.82,1.0,English,0.28
Store se milk le aana,ham,personal,0,0.96,1.0,Hinglish,0.09
URGENT: Your HDFC account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.1,0.04,English,0.86
Work from home: Earn ₹5000 daily. No experience. Reply YES,spam,general_spam,0,0.21,1.0,English,0.87
Aaj flight kab hai?,ham,personal,0,0.85,1.0,Hinglish,0.11
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.16,0.11,English,0.83
Birthday treat: 50% off for you!,promo,general_promo,0,0.56,1.0,English,0.5
Early access: New arrivals now live,promo,general_promo,0,0.78,1.0,English,0.58
Special offer: 40% discount,promo,promotional_offers,0,0.51,1.0,Hinglish,0.47
You are selected for ₹5000 cash prize. Call +91-9866892149,spam,prize_scams,0,0.09,1.0,English,0.95
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.97,1.0,English,0.29
Free ho toh call karna,ham,personal,0,0.91,1.0,Hinglish,0.17
Don't forget about dinner tomorrow at 11:59,ham,personal,0,0.84,1.0,English,0.29
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.27,1.0,Hinglish,0.85
Jaldi! Aapka SBI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.29,0.1,Hinglish,0.75
Loan approve! ₹25000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.13,1.0,Hinglish,0.77
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-9715984945,spam,general_spam,0,0.09,1.0,Hindi,0.73
आज appointment कब है?,ham,service_updates,0,0.94,1.0,Hindi,0.27
Aaj flight kab hai?,ham,personal,0,0.84,1.0,Hinglish,0.02
Get 15% cashback on credit card spends,promo,general_promo,0,0.76,1.0,English,0.6
Meeting rescheduled to 10:58,ham,personal,0,0.85,1.0,English,0.18
Store se milk le aana,ham,personal,0,0.81,1.0,Hinglish,0.02
"Hey, are we meeting for meeting today? Let me know",ham,personal,0,0.95,1.0,English,0.15
Kal dinner ka mat bhoolna. Time 12:43,ham,personal,0,0.84,1.0,Hinglish,0.1
Working from home today,ham,personal,0,0.92,1.0,English,0.19
You are selected for ₹10000 cash prize. Call +91-8132660994,spam,prize_scams,0,0.13,1.0,English,0.93
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.24,0.08,English,0.98
CONGRATULATIONS! You won MacBook. Claim: http://phish-site.com,spam,prize_scams,1,0.22,0.18,English,0.71
"Hey, are we meeting for meeting today? Let me know",ham,personal,0,0.84,1.0,English,0.27
ಉಚಿತವಾಗಿದ್ದರೆ ಕರೆ ಮಾಡಿ,ham,personal,0,0.84,1.0,Kannada,0.16
Don't forget about meeting tomorrow at 7:04,ham,personal,0,0.88,1.0,English,0.08
जल्दी! आपका HDFC खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.11,0.03,Hindi,0.93
कल dinner का मत भूलना। समय 10:00,ham,personal,0,0.9,1.0,Hindi,0.17
बधाई! आपने MacBook जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.06,0.13,Hindi,0.98
ऋण स्वीकृत! ₹25000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.1,1.0,Hindi,0.89
आपका Amazon Prime सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.68,1.0,Hindi,0.59
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.29,0.07,Hinglish,0.73
ವಿಶೇಷ ಆಫರ್: 60% ರಿಯಾಯಿತಿ,promo,general_promo,0,0.52,1.0,Kannada,0.45
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.18,0.09,English,0.97
Clearance sale: Limited stock available,promo,promotional_offers,0,0.6,1.0,English,0.41
URGENT: Your HDFC account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.08,0.03,English,0.94
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE48,promo,general_promo,0,0.55,1.0,Hindi,0.34
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.01,0.17,English,0.87
Early access: New arrivals now live,promo,general_promo,0,0.75,1.0,English,0.32
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.03,0.12,Hinglish,0.92
Your OTP is 997756. Do not share,ham,service_updates,0,0.92,1.0,English,0.21
Flash sale! watch par 70% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.59,0.87,Hinglish,0.44
आज appointment कब है?,ham,service_updates,0,0.88,1.0,Hindi,0.14
ऋण स्वीकृत! ₹25000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.25,1.0,Hindi,0.71
"Hey, kal lunch ke liye mil rahe? Time batao",ham,personal,0,0.98,1.0,Hinglish,0.21
Your number won iPhone 15. Click to claim: http://phish-site.com,spam,prize_scams,1,0.26,0.18,English,0.91
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.09,0.01,English,0.75
Your Netflix subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.22,0.07,English,0.88
Store se bread le aana,ham,personal,0,0.91,1.0,Hinglish,0.25
Sarkari yojana: ₹5000 har mahine. YES bhejo,spam,general_spam,0,0.01,1.0,Hinglish,0.73
"13 मिनट लेट, ट्रैफिक में",ham,personal,0,0.84,1.0,Hindi,0.1
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.24,0.17,English,0.73
Credit card par 5% cashback,promo,general_promo,0,0.73,1.0,Hinglish,0.34
Free ho toh call karna,ham,personal,0,0.94,1.0,Hinglish,0.2
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.26,0.05,English,0.91
"28 minute late, traffic mein",ham,personal,0,0.92,1.0,Hinglish,0.14
Aaj meeting kab hai?,ham,personal,0,0.97,1.0,Hinglish,0.13
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹10000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.26,1.0,Kannada,0.78
Store se medicine le aana,ham,personal,0,0.93,1.0,Hinglish,0.27
"Hey, kal dinner ke liye mil rahe? Time batao",ham,personal,0,0.94,1.0,Hinglish,0.2
Government scheme: Get ₹50000 monthly. Send YES,spam,general_spam,0,0.05,1.0,English,0.92
ಅಭಿನಂದನೆಗಳು! ನೀವು MacBook ಗೆದ್ದಿದ್ದೀರಿ. ಕ್ಲೈಮ್: http://phish-site.com,spam,general_spam,1,0.23,0.16,Kannada,0.87
Special offer: 70% discount,promo,promotional_offers,0,0.57,1.0,Hinglish,0.52
Meeting rescheduled to 3:00,ham,personal,0,0.97,1.0,English,0.06
Your OTP is 533726. Do not share,ham,service_updates,0,0.8,1.0,English,0.03
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.97,1.0,English,0.23
ಫ್ಲಾಶ್ ಸೇಲ್! headphones ನಲ್ಲಿ 70% ರಿಯಾಯಿತಿ. ಶಾಪಿಂಗ್: http://secure-site.com,promo,general_promo,1,0.71,0.82,Kannada,0.3
Birthday treat: 50% off for you!,promo,general_promo,0,0.78,1.0,English,0.33
Member exclusive: Extra 40% off,promo,general_promo,0,0.73,1.0,English,0.39
Your Netflix subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.23,0.09,English,0.92
Working from home today,ham,personal,0,0.99,1.0,English,0.23
Limited time: 1 kharido 1 free. Code SAVE17,promo,general_promo,0,0.62,1.0,Hinglish,0.41
Tax refund of ₹25000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.27,0.11,English,0.82
See you at cafe,ham,personal,0,0.85,1.0,English,0.04
Early access: New arrivals now live,promo,general_promo,0,0.7,1.0,English,0.44
ಇಂದು flight ಯಾವಾಗ?,ham,personal,0,0.98,1.0,Kannada,0.29
What time is your appointment?,ham,service_updates,0,0.86,1.0,English,0.2
Birthday treat: 60% off for you!,promo,general_promo,0,0.61,1.0,English,0.32
Member exclusive: Extra 30% off,promo,general_promo,0,0.53,1.0,English,0.55
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.07,0.17,English,0.94
ಅಭಿನಂದನೆಗಳು! ನೀವು car ಗೆದ್ದಿದ್ದೀರಿ. ಕ್ಲೈಮ್: http://phish-site.com,spam,general_spam,1,0.09,0.09,Kannada,0.83
Special offer: 20% discount,promo,promotional_offers,0,0.6,1.0,Hinglish,0.48
Aaj flight kab hai?,ham,personal,0,0.89,1.0,Hinglish,0.08
Package will be delivered today between 7-11,ham,personal,0,1.0,1.0,English,0.26
Loan approve! ₹25000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.13,1.0,Hinglish,0.83
Kal dinner ka mat bhoolna. Time 9:56,ham,personal,0,0.9,1.0,Hinglish,0.17
Special offer: 50% discount,promo,promotional_offers,0,0.66,1.0,Hinglish,0.38
Government scheme: Get ₹25000 monthly. Send YES,spam,general_spam,0,0.2,1.0,English,0.97
Your Netflix subscription expiring soon. Renew now,promo,service_updates,0,0.74,1.0,English,0.35
ವಿಶೇಷ ಆಫರ್: 60% ರಿಯಾಯಿತಿ,promo,general_promo,0,0.6,1.0,Kannada,0.3
Sarkari yojana: ₹50000 har mahine. YES bhejo,spam,general_spam,0,0.01,1.0,Hinglish,0.81
"हे, कल dinner के लिए मिल रहे? समय बताओ",ham,personal,0,0.8,1.0,Hindi,0.3
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.94,1.0,English,0.17
Bank error: Extra ₹10000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.28,0.2,English,0.84
फ्री हो तो कॉल करना,ham,personal,0,0.85,1.0,Hindi,0.04
Badhai ho! Aap jeete MacBook. Claim: http://phish-site.com,spam,general_spam,1,0.22,0.11,Hinglish,0.91
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.19,0.15,English,0.87
Work from home: Earn ₹5000 daily. No experience. Reply YES,spam,general_spam,0,0.01,1.0,English,0.9
Limited time: Buy 1 Get 1 Free on home. Code: SAVE13,promo,general_promo,0,0.59,1.0,English,0.31
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.25,0.1,English,0.74
You are selected for ₹25000 cash prize. Call +91-7692390621,spam,prize_scams,0,0.0,1.0,English,0.91
URGENT: Your SBI account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.08,0.04,English,0.87
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.97,1.0,English,0.12
Flash sale! laptop par 50% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.7,0.85,Hinglish,0.36
You are selected for ₹10000 cash prize. Call +91-7109345346,spam,prize_scams,0,0.04,1.0,English,0.9
ತ್ವರಿತ! ನಿಮ್ಮ Axis ಖಾತೆ ನಿಲ್ಲಿಸಲಾಗಿದೆ. ಧೃಡೀಕರಿಸಿ: http://phish-site.com,spam,general_spam,1,0.29,0.2,Kannada,0.96
Limited time: 1 kharido 1 free. Code SAVE27,promo,general_promo,0,0.71,1.0,Hinglish,0.36
Package will be delivered today between 12-4,ham,personal,0,0.94,1.0,English,0.0
Loan approved! Get ₹10000 instantly. No documents. Reply YES,spam,financial_scams,0,0.01,1.0,English,0.79
"Hey, kal meeting ke liye mil rahe? Time batao",ham,personal,0,0.88,1.0,Hinglish,0.0
Weekend special: Extra 70% off. Shop: http://secure-site.com,promo,general_promo,1,0.64,0.8,English,0.43
Member exclusive: Extra 20% off,promo,general_promo,0,0.5,1.0,English,0.35
आज flight कब है?,ham,personal,0,0.9,1.0,Hindi,0.3
Working from home today,ham,personal,0,0.83,1.0,English,0.05
Doctor appointment confirmed for 8:49,ham,service_updates,0,0.85,1.0,English,0.23
Early access: New arrivals now live,promo,general_promo,0,0.78,1.0,English,0.36
ವಿಶೇಷ ಆಫರ್: 20% ರಿಯಾಯಿತಿ,promo,general_promo,0,0.54,1.0,Kannada,0.45
Meeting rescheduled to 10:18,ham,personal,0,0.86,1.0,English,0.11
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.02,0.16,English,0.99
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.89,1.0,English,0.13
Seasonal sale: Prices slashed by 30%,promo,promotional_offers,0,0.57,1.0,English,0.46
Loan approved! Get ₹25000 instantly. No documents. Reply YES,spam,financial_scams,0,0.13,1.0,English,0.91
See you at cafe,ham,personal,0,0.87,1.0,English,0.06
"हे, कल meeting के लिए मिल रहे? समय बताओ",ham,personal,0,0.92,1.0,Hindi,0.18
Working from home today,ham,personal,0,0.84,1.0,English,0.22
Free ho toh call karna,ham,personal,0,0.97,1.0,Hinglish,0.25
क्रेडिट कार्ड पर 15% कैशबैक,promo,general_promo,0,0.53,1.0,Hindi,0.31
Kal lunch ka mat bhoolna. Time 10:12,ham,personal,0,0.98,1.0,Hinglish,0.16
Your Netflix subscription expiring soon. Renew now,promo,service_updates,0,0.71,1.0,English,0.54
Aapka Netflix subscription jald khatam. Renew karo,promo,service_updates,0,0.63,1.0,Hinglish,0.49
Meeting rescheduled to 2:41,ham,personal,0,0.91,1.0,English,0.19
Work from home: Earn ₹5000 daily. No experience. Reply YES,spam,general_spam,0,0.15,1.0,English,0.7
आज meeting कब है?,ham,personal,0,0.89,1.0,Hindi,0.19
कल meeting का मत भूलना। समय 7:53,ham,personal,0,0.94,1.0,Hindi,0.29
"13 minute late, traffic mein",ham,personal,0,0.98,1.0,Hinglish,0.0
Your number won car. Click to claim: http://phish-site.com,spam,prize_scams,1,0.3,0.07,English,0.87
Your Amazon Prime subscription expiring soon. Renew now,promo,service_updates,0,0.68,1.0,English,0.34
Free ho toh call karna,ham,personal,0,0.89,1.0,Hinglish,0.2
Can you pick up medicine from the store?,ham,personal,0,0.87,1.0,English,0.25
Exclusive deal for you: 30% off,promo,general_promo,0,0.65,1.0,English,0.56
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE21,promo,general_promo,0,0.51,1.0,Hindi,0.54
Credit card par 5% cashback,promo,general_promo,0,0.71,1.0,Hinglish,0.55
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.28,0.03,English,0.78
Meeting rescheduled to 1:17,ham,personal,0,0.85,1.0,English,0.19
ಇಂದು flight ಯಾವಾಗ?,ham,personal,0,0.95,1.0,Kannada,0.28
ಎಚ್ಚರಿಕೆ: ನಿಮ್ಮ ಖಾತೆಯಲ್ಲಿ ಸಂಶಯಾಸ್ಪದ ಚಟುವಟಿಕೆ. ಕಾಲ್ +91-8648669432,spam,general_spam,0,0.15,1.0,Kannada,0.78
Early access: New arrivals now live,promo,general_promo,0,0.74,1.0,English,0.35
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.1,0.06,English,0.77
Kal meeting ka mat bhoolna. Time 7:49,ham,personal,0,0.81,1.0,Hinglish,0.03
Sarkari yojana: ₹5000 har mahine. YES bhejo,spam,general_spam,0,0.22,1.0,Hinglish,0.73
Special offer: smartphone at 20% discount,promo,promotional_offers,0,0.54,1.0,English,0.3
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.92,1.0,English,0.21
ಫ್ಲಾಶ್ ಸೇಲ್! smartphone ನಲ್ಲಿ 40% ರಿಯಾಯಿತಿ. ಶಾಪಿಂಗ್: http://secure-site.com,promo,general_promo,1,0.72,0.77,Kannada,0.5
Work from home: Earn ₹10000 daily. No experience. Reply YES,spam,general_spam,0,0.2,1.0,English,0.75
"CONGRATULATIONS! You won ₹50,000. Claim: http://phish-site.com",spam,prize_scams,1,0.29,0.02,English,0.88
See you at office,ham,personal,0,0.88,1.0,English,0.19
Weekend special: Extra 30% off. Shop: http://secure-site.com,promo,general_promo,1,0.62,0.7,English,0.49
Aapka Spotify subscription jald khatam. Renew karo,promo,service_updates,0,0.55,1.0,Hinglish,0.33
Limited time: 1 kharido 1 free. Code SAVE46,promo,general_promo,0,0.62,1.0,Hinglish,0.49
Tax refund of ₹10000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.15,0.05,English,0.94
Package will be delivered today between 4-12,ham,personal,0,0.95,1.0,English,0.24
Bank error: Extra ₹5000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.25,0.08,English,0.95
New smartphone collection launched! Use code SAVE32,promo,general_promo,0,0.54,1.0,English,0.4
Doctor appointment confirmed for 3:14,ham,service_updates,0,0.92,1.0,English,0.18
Government scheme: Get ₹5000 monthly. Send YES,spam,general_spam,0,0.15,1.0,English,0.91
"CONGRATULATIONS! You won ₹50,000. Claim: http://phish-site.com",spam,prize_scams,1,0.2,0.13,English,0.86
"बधाई! आपने ₹50,000 जीता। दावा करें: http://phish-site.com",spam,general_spam,1,0.25,0.09,Hindi,0.82
आज meeting कब है?,ham,personal,0,0.84,1.0,Hindi,0.01
Credit card par 5% cashback,promo,general_promo,0,0.69,1.0,Hinglish,0.31
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.14,0.1,English,0.97
फ्री हो तो कॉल करना,ham,personal,0,0.83,1.0,Hindi,0.14
आज flight कब है?,ham,personal,0,0.98,1.0,Hindi,0.17
"20 मिनट लेट, ट्रैफिक में",ham,personal,0,0.89,1.0,Hindi,0.16
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.22,0.05,Hinglish,0.84
आपका Spotify सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.58,1.0,Hindi,0.41
Don't forget about dinner tomorrow at 11:49,ham,personal,0,0.99,1.0,English,0.04
Your Spotify subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.13,0.1,English,0.74
Flash sale! smartphone par 60% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.69,0.85,Hinglish,0.51
ನಿಮ್ಮ Netflix ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.57,1.0,Kannada,0.34
Did you finish the presentation?,ham,personal,0,0.96,1.0,English,0.09
"Hey, are we meeting for dinner today? Let me know",ham,personal,0,0.84,1.0,English,0.11
URGENT: Your Axis account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.11,0.07,English,0.76
Don't forget about dinner tomorrow at 8:39,ham,personal,0,0.81,1.0,English,0.28
ನಾಳೆ dinner ಮರೆಯಬೇಡಿ. ಸಮಯ 4:49,ham,personal,0,0.81,1.0,Kannada,0.26
ಸೀಮಿತ ಸಮಯ: 1 ಖರೀದಿ 1 ಉಚಿತ. ಕೋಡ್ SAVE37,promo,general_promo,0,0.54,1.0,Kannada,0.32
Badhai ho! Aap jeete car. Claim: http://phish-site.com,spam,general_spam,1,0.17,0.09,Hinglish,0.86
ಉಚಿತವಾಗಿದ್ದರೆ ಕರೆ ಮಾಡಿ,ham,personal,0,0.82,1.0,Kannada,0.25
What time is your meeting?,ham,personal,0,0.81,1.0,English,0.05
Limited time: Buy 1 Get 1 Free on electronics. Code: SAVE35,promo,general_promo,0,0.75,1.0,English,0.32
Aapka Netflix subscription jald khatam. Renew karo,promo,service_updates,0,0.64,1.0,Hinglish,0.58
"Hey, kal dinner ke liye mil rahe? Time batao",ham,personal,0,0.96,1.0,Hinglish,0.02
Limited time: 1 kharido 1 free. Code SAVE43,promo,general_promo,0,0.6,1.0,Hinglish,0.5
Thanks for your help with study,ham,personal,0,0.87,1.0,English,0.21
Loan approved! Get ₹50000 instantly. No documents. Reply YES,spam,financial_scams,0,0.27,1.0,English,0.73
Flash sale! smartphone par 50% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.57,0.84,Hinglish,0.56
Thanks for your help with work,ham,personal,0,0.86,1.0,English,0.21
Special offer: watch at 20% discount,promo,promotional_offers,0,0.58,1.0,English,0.56
Birthday treat: 60% off for you!,promo,general_promo,0,0.64,1.0,English,0.32
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.01,1.0,Hinglish,0.94
"22 ನಿಮಿಷ ತಡವಾಗಿ, ಟ್ರಾಫಿಕ್ನಲ್ಲಿ",ham,personal,0,0.96,1.0,Kannada,0.07
Flash sale! smartphone par 60% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.75,0.72,Hinglish,0.43
ಸ್ಟೋರ್ನಿಂದ medicine ತೆಗೆದುಕೊಳ್ಳಿ,ham,personal,0,0.97,1.0,Kannada,0.11
आज appointment कब है?,ham,service_updates,0,0.91,1.0,Hindi,0.01
ऋण स्वीकृत! ₹5000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.28,1.0,Hindi,0.86
"ಹೇ, ನಾಳೆ meeting ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.87,1.0,Kannada,0.14
Kal lunch ka mat bhoolna. Time 2:01,ham,personal,0,0.95,1.0,Hinglish,0.21
Badhai ho! Aap jeete car. Claim: http://phish-site.com,spam,general_spam,1,0.22,0.12,Hinglish,0.91
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE21,promo,general_promo,0,0.69,1.0,Hindi,0.39
Aaj meeting kab hai?,ham,personal,0,0.97,1.0,Hinglish,0.23
Special offer: 70% discount,promo,promotional_offers,0,0.51,1.0,Hinglish,0.53
Government scheme: Get ₹5000 monthly. Send YES,spam,general_spam,0,0.13,1.0,English,0.94
Refer a friend & get ₹5000 off,promo,general_promo,0,0.62,1.0,English,0.36
जल्दी! आपका ICICI खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.03,0.19,Hindi,0.77
Don't forget about meeting tomorrow at 12:40,ham,personal,0,0.93,1.0,English,0.03
Meeting rescheduled to 6:49,ham,personal,0,0.94,1.0,English,0.09
Free ho toh call karna,ham,personal,0,0.81,1.0,Hinglish,0.15
कल meeting का मत भूलना। समय 3:37,ham,personal,0,0.93,1.0,Hindi,0.19
"Hey, kal dinner ke liye mil rahe? Time batao",ham,personal,0,0.89,1.0,Hinglish,0.26
Badhai ho! Aap jeete MacBook. Claim: http://phish-site.com,spam,general_spam,1,0.28,0.17,Hinglish,0.97
"Hey, kal dinner ke liye mil rahe? Time batao",ham,personal,0,0.86,1.0,Hinglish,0.26
Aapka Spotify subscription jald khatam. Renew karo,promo,service_updates,0,0.72,1.0,Hinglish,0.32
Working from home today,ham,personal,0,0.93,1.0,English,0.18
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.22,0.14,Hinglish,0.97
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.1,1.0,Hinglish,0.71
Did you finish the presentation?,ham,personal,0,0.84,1.0,English,0.01
"Your number won ₹50,000. Click to claim: http://phish-site.com",spam,prize_scams,1,0.11,0.1,English,0.94
See you at cafe,ham,personal,0,0.94,1.0,English,0.19
URGENT: Your Axis account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.16,0.18,English,0.77
CONGRATULATIONS! You won car. Claim: http://phish-site.com,spam,prize_scams,1,0.08,0.04,English,0.89
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.06,0.1,English,0.73
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.12,0.2,English,0.92
See you at mall,ham,personal,0,0.85,1.0,English,0.14
"Badhai ho! Aap jeete ₹50,000. Claim: http://phish-site.com",spam,general_spam,1,0.18,0.04,Hinglish,0.9
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹50000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.08,1.0,Kannada,0.86
ನಿಮ್ಮ Netflix ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.63,1.0,Kannada,0.54
What time is your appointment?,ham,service_updates,0,0.83,1.0,English,0.16
"Your number won ₹50,000. Click to claim: http://phish-site.com",spam,prize_scams,1,0.26,0.02,English,0.77
Special offer: 50% discount,promo,promotional_offers,0,0.54,1.0,Hinglish,0.45
फ्री हो तो कॉल करना,ham,personal,0,0.88,1.0,Hindi,0.17
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.09,0.0,English,0.83
Weekend special: Extra 50% off. Shop: http://secure-site.com,promo,general_promo,1,0.52,0.86,English,0.59
See you at mall,ham,personal,0,0.99,1.0,English,0.27
Your number won MacBook. Click to claim: http://phish-site.com,spam,prize_scams,1,0.24,0.09,English,0.87
Doctor appointment confirmed for 9:20,ham,service_updates,0,0.99,1.0,English,0.07
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.07,0.04,Hinglish,0.9
बधाई! आपने car जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.17,0.1,Hindi,0.74
ಸೀಮಿತ ಸಮಯ: 1 ಖರೀದಿ 1 ಉಚಿತ. ಕೋಡ್ SAVE24,promo,general_promo,0,0.69,1.0,Kannada,0.49
Get 15% cashback on credit card spends,promo,general_promo,0,0.53,1.0,English,0.59
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.9,1.0,English,0.18
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.07,0.03,English,0.91
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.04,0.11,English,0.96
Your Netflix subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.22,0.11,English,0.91
सरकारी योजना: ₹5000 हर महीने। YES भेजें,spam,general_spam,0,0.2,1.0,Hindi,0.98
Aaj flight kab hai?,ham,personal,0,0.98,1.0,Hinglish,0.03
ऋण स्वीकृत! ₹50000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.16,1.0,Hindi,0.89
Government scheme: Get ₹5000 monthly. Send YES,spam,general_spam,0,0.1,1.0,English,0.86
Government scheme: Get ₹10000 monthly. Send YES,spam,general_spam,0,0.02,1.0,English,0.78
"Your number won ₹50,000. Click to claim: http://phish-site.com",spam,prize_scams,1,0.08,0.1,English,0.73
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.89,1.0,English,0.04
Meeting rescheduled to 9:16,ham,personal,0,0.96,1.0,English,0.05
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.99,1.0,English,0.17
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE45,promo,general_promo,0,0.65,1.0,Hindi,0.42
Work from home: Earn ₹10000 daily. No experience. Reply YES,spam,general_spam,0,0.08,1.0,English,0.77
Work from home: Earn ₹5000 daily. No experience. Reply YES,spam,general_spam,0,0.04,1.0,English,0.77
Can you pick up milk from the store?,ham,personal,0,0.87,1.0,English,0.09
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.17,0.14,English,0.78
Get 5% cashback on credit card spends,promo,general_promo,0,0.64,1.0,English,0.47
"15 minute late, traffic mein",ham,personal,0,0.95,1.0,Hinglish,0.2
Seasonal sale: Prices slashed by 70%,promo,promotional_offers,0,0.73,1.0,English,0.5
